100 177101 107501.30741780011
100 177101 107500.63650120563
100 177102 107502.83701482792
150 117154 157841.18592621712
50 344991 56824.2500760891
50 344994 56822.69998608687
50 344986 56816.91304284796
50 344998 56814.786821952745
50 344982 56821.84442086853
100 177101 107501.0308298661
100 177102 107501.14667818541
200 87202 207089.35824866427
200 87204 207085.06972157248
150 117154 157831.06762893547
150 117154 157825.2917015221
150 117154 157827.37878348154
150 117152 157836.01453666657
200 87202 207098.77047544782
200 87204 207086.9483624593
250 69253 255344.3605619976
250 69253 255336.2595699823
300 57303 302548.49850792746
300 57303 302552.9410327549
200 87202 207101.75193229574
250 69252 255342.81252527004
250 69253 255345.68470679966
250 69253 255326.84605721053
300 57303 302562.15531473246
300 57303 302554.6218871608
350 49352 348708.75204652647
350 49350 348729.0718135753
350 49350 348716.5297061803
350 49352 348696.9484924605
350 49351 348717.5795221981
300 57302 302553.0780426463
400 43400 393814.24589861295
400 43401 393810.78440589126
450 37452 437781.7033803269
450 37452 437781.81362811
450 37451 437761.8500707583
400 43400 393812.0255990786
400 43401 393824.9833874791
400 43401 393819.93011681695
450 37453 437785.5483405883
500 33502 480781.9912841024
500 33501 480769.38980925956
500 33502 480729.67169124243
500 33504 480798.2693111267
550 29551 522634.9273459443
500 33501 480777.0435509393
450 37452 437780.9927907721
600 27600 563770.0242391361
550 29551 522669.5454976143
600 27600 563734.2417753645
600 27600 563759.2581159396
600 27600 563758.4959782655
550 29553 522623.7780259195
550 29552 522629.91699377366
550 29551 522622.3042536632
650 25650 603823.5114619908
650 25650 603811.2404678348
650 25650 603853.9149317764
650 25650 603842.0914619847
650 25650 603870.0070175404
600 27600 563730.5123550795
